len_domain,max_len_labels_subdomain,character_entropy,number_numerical_characters,ratio_numerical_characters,max_len_cont_num_chars,max_len_cont_alpha_chars,max_len_cont_same_alpha_chars,ratio_vowels,max_length_continuous_consonants,number_distinct_A_records,ip_entropy_domain_name,number_distinct_NS_records,similarity_NS_domain_name,Class
8,5,3.0,0,0.0,0,5,1,0.375,2,1,0.0,2,1.0,benign
10,7,3.1,0,0.0,0,7,1,0.3,5,2,1.0,8,10.64,benign
19,16,3.3,0,0.0,0,16,1,0.4210526315789473,4,0,0.0,6,6.73,benign
7,4,2.8,0,0.0,0,4,1,0.4285714285714285,1,0,0.0,8,6.46,benign
8,5,2.8,0,0.0,0,5,1,0.375,1,0,0.0,3,1.0,benign
7,4,2.0,0,0.0,0,4,2,0.5714285714285714,1,2,0.0,8,10.54,benign
14,11,3.3,0,0.0,0,11,1,0.4285714285714285,2,2,0.0,2,3.0,benign
12,9,3.4,0,0.0,0,9,1,0.4166666666666667,2,0,0.0,8,9.93,benign
13,10,3.4,0,0.0,0,10,1,0.3846153846153846,2,0,0.0,2,1.0,benign
10,7,3.1,0,0.0,0,7,1,0.2,5,0,0.0,2,1.0,benign
11,8,3.1,0,0.0,0,8,1,0.4545454545454545,1,5,0.0,2,4.0,benign
13,10,3.2,0,0.0,0,10,1,0.3846153846153846,3,2,1.0,6,5.0,benign
9,6,1.8,0,0.0,0,6,2,0.4444444444444444,2,0,0.0,2,1.0,benign
10,7,2.7,0,0.0,0,7,1,0.4,2,1,0.0,9,4.5,benign
11,8,3.1,0,0.0,0,8,1,0.1818181818181818,4,0,0.0,4,8.5,benign
13,10,2.7,0,0.0,0,10,2,0.2307692307692307,5,1,0.0,4,8.83,benign
8,5,2.8,0,0.0,0,5,1,0.5,1,1,0.0,2,1.0,benign
12,9,3.4,0,0.0,0,9,1,0.3333333333333333,2,2,1.0,10,11.13,benign
7,5,2.5,0,0.0,0,5,1,0.2857142857142857,3,0,0.0,4,8.5,benign
14,11,3.0,0,0.0,0,11,1,0.3571428571428571,2,0,0.0,4,9.5,benign
11,8,3.3,0,0.0,0,8,1,0.4545454545454545,1,5,2.32,8,7.46,benign
10,7,3.3,0,0.0,0,7,1,0.3,3,2,1.0,3,5.33,benign
18,15,3.6,0,0.0,0,15,1,0.4444444444444444,2,1,0.0,2,4.0,benign
11,8,2.8,0,0.0,0,8,2,0.2727272727272727,2,4,0.81,2,1.0,benign
12,9,3.4,0,0.0,0,9,1,0.3333333333333333,2,17,2.49,5,1.0,benign
6,3,2.3,0,0.0,0,3,1,0.6666666666666666,1,1,0.0,9,9.28,benign
8,6,2.8,0,0.0,0,6,1,0.25,5,20,4.02,8,10.82,benign
12,9,2.9,0,0.0,0,9,2,0.5,2,1,0.0,6,6.87,benign
9,6,3.2,0,0.0,0,6,1,0.1111111111111111,6,1,0.0,2,2.0,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,2,0.0,6,1.0,benign
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,4,0.0,13,11.45,benign
7,4,2.5,0,0.0,0,4,2,0.4285714285714285,1,1,0.0,4,3.0,benign
11,8,2.9,0,0.0,0,8,1,0.3636363636363636,3,0,0.0,2,1.0,benign
11,8,2.9,0,0.0,0,8,1,0.3636363636363636,2,5,1.37,6,3.53,benign
13,10,3.2,0,0.0,0,10,1,0.2307692307692307,4,4,0.81,10,9.49,benign
18,15,3.6,0,0.0,0,15,1,0.3888888888888889,2,1,0.0,2,1.0,benign
14,11,3.0,0,0.0,0,11,2,0.3571428571428571,2,1,0.0,9,12.44,benign
19,16,3.2,0,0.0,0,16,1,0.3684210526315789,2,108,0.99,7,13.0,benign
7,5,2.5,0,0.0,0,5,2,0.5714285714285714,2,2,0.0,4,8.67,benign
8,5,2.8,0,0.0,0,5,1,0.125,5,4,1.5,9,11.67,benign
15,11,3.6,0,0.0,0,11,1,0.4666666666666667,2,3,1.58,4,8.5,benign
20,17,3.4,0,0.0,0,17,1,0.4,3,0,0.0,2,1.0,benign
10,7,2.9,0,0.0,0,7,1,0.2,3,3,0.92,8,7.68,benign
10,7,2.8,0,0.0,0,7,1,0.4,2,15,3.37,8,4.25,benign
12,9,3.3,0,0.0,0,9,1,0.25,3,2,0.0,10,11.02,benign
14,11,3.7,0,0.0,0,11,1,0.4285714285714285,2,1,0.0,10,11.49,benign
9,6,2.7,0,0.0,0,6,1,0.4444444444444444,1,0,0.0,4,4.17,benign
20,17,3.6,0,0.0,0,17,2,0.45,3,0,0.0,2,2.0,benign
8,5,2.5,0,0.0,0,5,1,0.5,1,2,1.0,6,8.6,benign
19,16,3.4,0,0.0,0,16,2,0.3157894736842105,2,2,1.0,6,11.93,benign
9,6,2.7,0,0.0,0,6,2,0.3333333333333333,2,2,1.0,5,2.6,benign
13,10,3.4,0,0.0,0,10,1,0.3846153846153846,2,0,0.0,5,1.0,benign
7,4,2.2,0,0.0,0,4,1,0.4285714285714285,2,1,0.0,7,8.43,benign
10,7,2.6,0,0.0,0,7,2,0.4,2,0,0.0,4,15.5,benign
11,8,3.1,0,0.0,0,8,1,0.3636363636363636,2,1,0.0,10,11.24,benign
21,18,3.4,0,0.0,0,18,1,0.3809523809523809,3,1,0.0,2,1.0,benign
9,6,2.9,3,0.3333333333333333,3,3,1,0.3333333333333333,1,8,1.81,7,2.76,benign
9,6,3.2,0,0.0,0,6,1,0.2222222222222222,4,0,0.0,4,8.67,benign
13,10,3.2,0,0.0,0,10,2,0.3076923076923077,2,2,1.0,2,1.0,benign
19,16,3.5,0,0.0,0,16,1,0.4210526315789473,3,6,1.46,8,7.71,benign
9,6,2.5,0,0.0,0,6,1,0.3333333333333333,2,3,0.92,4,8.67,benign
11,8,2.8,0,0.0,0,8,1,0.3636363636363636,2,1,0.0,2,3.0,benign
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,4,8.67,benign
13,10,2.9,0,0.0,0,10,1,0.5384615384615384,1,9,2.95,10,11.62,benign
8,5,2.8,2,0.25,2,3,1,0.125,3,0,0.0,4,1.0,benign
8,5,2.5,0,0.0,0,5,1,0.375,2,1,0.0,11,7.6,benign
7,5,2.8,0,0.0,0,5,1,0.2857142857142857,3,1,0.0,6,3.0,benign
10,7,3.3,0,0.0,0,7,1,0.3,3,4,1.0,4,8.33,benign
8,5,2.8,0,0.0,0,5,1,0.5,1,1,0.0,2,1.0,benign
7,4,2.5,0,0.0,0,4,2,0.5714285714285714,1,7,1.15,6,6.27,benign
7,4,1.7,0,0.0,0,4,2,0.5714285714285714,1,1,0.0,4,1.0,benign
10,7,3.1,0,0.0,0,7,1,0.3,3,1,0.0,4,8.83,benign
12,9,2.9,0,0.0,0,9,1,0.3333333333333333,2,2,1.0,7,2.62,benign
7,5,2.5,0,0.0,0,5,1,0.1428571428571428,2,2,0.0,2,1.0,benign
13,10,3.4,0,0.0,0,10,1,0.3076923076923077,3,0,0.0,2,1.0,benign
13,10,3.2,0,0.0,0,10,1,0.3076923076923077,3,0,0.0,4,9.0,benign
6,3,2.6,0,0.0,0,3,1,0.1666666666666666,3,1,0.0,2,3.0,benign
15,12,3.4,0,0.0,0,12,1,0.3333333333333333,5,0,0.0,4,8.67,benign
13,8,3.4,0,0.0,0,8,1,0.3846153846153846,3,0,0.0,5,8.8,benign
8,5,2.5,0,0.0,0,5,1,0.375,3,0,0.0,6,10.13,benign
13,11,3.5,0,0.0,0,11,1,0.4615384615384615,3,1,0.0,3,1.0,benign
6,3,2.3,0,0.0,0,3,1,0.1666666666666666,3,1,0.0,5,1.2,benign
16,13,3.8,0,0.0,0,13,1,0.1875,5,20,3.38,8,12.11,benign
9,6,2.5,0,0.0,0,6,1,0.4444444444444444,1,42,4.8,4,8.83,benign
12,9,2.9,0,0.0,0,9,1,0.3333333333333333,2,1,0.0,2,1.0,benign
14,11,3.2,0,0.0,0,11,2,0.4285714285714285,3,2,0.0,10,12.47,benign
12,9,3.3,0,0.0,0,9,1,0.4166666666666667,2,2,0.0,2,3.0,benign
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,3,1,0.0,11,10.85,benign
15,12,3.4,0,0.0,0,12,1,0.4,2,4,2.0,12,9.65,benign
13,10,3.4,0,0.0,0,10,2,0.3076923076923077,3,1,0.0,13,9.29,benign
16,13,3.2,0,0.0,0,13,1,0.375,3,0,0.0,4,3.33,benign
12,9,2.9,0,0.0,0,9,1,0.25,3,2,0.0,2,4.0,benign
13,10,2.9,0,0.0,0,10,1,0.3846153846153846,2,1,0.0,4,8.5,benign
11,8,2.9,0,0.0,0,8,2,0.4545454545454545,2,2,0.0,2,4.0,benign
18,15,3.5,0,0.0,0,15,1,0.3888888888888889,2,5,0.72,7,11.29,benign
10,6,2.8,0,0.0,0,6,2,0.5,2,40,4.23,7,11.29,benign
9,6,2.6,0,0.0,0,6,1,0.2222222222222222,5,1,0.0,14,9.85,malicious
8,5,3.0,1,0.125,1,4,1,0.25,2,5,0.72,4,8.17,malicious
16,13,3.2,0,0.0,0,13,1,0.3125,2,3,1.58,14,4.51,malicious
18,15,3.4,0,0.0,0,15,1,0.3888888888888889,2,1,0.0,6,8.87,malicious
13,10,3.5,0,0.0,0,10,1,0.3846153846153846,3,72,1.29,12,10.09,malicious
13,10,3.1,0,0.0,0,10,1,0.3076923076923077,3,2,1.0,10,8.82,malicious
11,8,3.5,3,0.2727272727272727,3,5,1,0.2727272727272727,2,1,0.0,7,14.05,malicious
14,11,3.3,0,0.0,0,11,1,0.3571428571428571,3,6,0.65,4,16.0,malicious
11,8,2.7,2,0.1818181818181818,2,6,2,0.2727272727272727,2,3,0.92,6,11.13,malicious
7,4,2.8,0,0.0,0,4,1,0.2857142857142857,2,5,0.72,8,4.07,malicious
12,9,2.9,0,0.0,0,9,1,0.4166666666666667,2,8,0.0,7,10.76,malicious
10,7,2.9,0,0.0,0,7,1,0.4,3,0,0.0,8,10.54,malicious
9,6,2.7,0,0.0,0,6,2,0.4444444444444444,2,1,0.0,6,13.0,malicious
14,11,3.5,0,0.0,0,11,2,0.2857142857142857,2,0,0.0,8,7.86,malicious
15,6,3.1,0,0.0,0,6,2,0.4,2,2,0.0,0,0.0,malicious
15,9,3.2,0,0.0,0,9,1,0.0666666666666666,9,1,0.0,0,0.0,malicious
9,6,2.5,0,0.0,0,6,1,0.4444444444444444,2,3,1.58,16,8.46,malicious
12,9,3.3,0,0.0,0,9,1,0.3333333333333333,3,0,0.0,2,4.0,malicious
14,11,3.2,0,0.0,0,11,1,0.4285714285714285,2,0,0.0,4,8.67,malicious
10,7,2.9,0,0.0,0,7,2,0.2,4,3,1.58,4,1.0,malicious
9,6,2.2,0,0.0,0,6,1,0.3333333333333333,2,2,1.0,8,14.11,malicious
13,10,2.8,0,0.0,0,10,1,0.4615384615384615,2,1,0.0,6,1.0,malicious
8,6,2.2,0,0.0,0,6,2,0.5,2,19,2.5,10,16.11,malicious
10,7,2.6,1,0.1,1,6,2,0.5,1,0,0.0,11,12.75,malicious
13,10,3.0,0,0.0,0,10,2,0.3846153846153846,2,0,0.0,4,1.0,malicious
14,11,3.3,0,0.0,0,11,2,0.3571428571428571,2,0,0.0,4,8.5,malicious
14,11,3.2,0,0.0,0,11,1,0.4285714285714285,3,0,0.0,10,10.69,malicious
8,5,3.0,0,0.0,0,5,1,0.25,4,1,0.0,10,7.84,malicious
18,15,3.4,0,0.0,0,15,1,0.4444444444444444,3,2,1.0,15,10.16,malicious
10,6,2.7,0,0.0,0,6,2,0.3,2,2,0.0,0,0.0,malicious
10,7,3.1,0,0.0,0,7,1,0.5,1,1,0.0,5,1.0,malicious
7,5,2.5,0,0.0,0,5,2,0.2857142857142857,2,0,0.0,4,8.33,malicious
19,16,3.6,0,0.0,0,16,2,0.3684210526315789,3,0,0.0,10,12.18,malicious
13,7,3.2,0,0.0,0,7,1,0.3076923076923077,3,0,0.0,4,8.83,malicious
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,3,11,2.22,8,8.89,malicious
11,8,3.3,0,0.0,0,8,1,0.3636363636363636,2,1,0.0,3,1.0,malicious
17,14,3.6,0,0.0,0,14,2,0.4117647058823529,2,1,0.0,6,7.6,malicious
16,13,3.2,1,0.0625,1,7,2,0.4375,2,0,0.0,11,8.65,malicious
8,5,2.8,3,0.375,3,3,1,0.125,2,75,5.32,4,8.33,malicious
11,8,3.0,0,0.0,0,8,1,0.2727272727272727,2,0,0.0,9,10.14,malicious
13,6,3.4,0,0.0,0,6,2,0.3076923076923077,3,6,0.0,0,0.0,malicious
14,11,3.4,0,0.0,0,11,1,0.2857142857142857,4,0,0.0,4,8.17,malicious
8,5,2.8,0,0.0,0,5,1,0.25,4,0,0.0,2,1.0,malicious
13,10,3.2,0,0.0,0,10,1,0.3076923076923077,2,0,0.0,7,11.29,malicious
14,11,3.4,0,0.0,0,11,2,0.3571428571428571,2,1,0.0,2,1.0,malicious
13,10,3.4,0,0.0,0,10,1,0.3846153846153846,3,2,1.0,3,1.0,malicious
14,11,3.4,0,0.0,0,11,1,0.2857142857142857,3,3,1.58,4,7.83,malicious
10,7,2.9,0,0.0,0,7,1,0.5,1,0,0.0,6,14.33,malicious
8,5,3.0,0,0.0,0,5,1,0.375,2,0,0.0,5,1.0,malicious
7,4,2.5,0,0.0,0,4,1,0.4285714285714285,2,2,1.0,4,8.67,malicious
10,7,3.1,0,0.0,0,7,1,0.4,2,0,0.0,5,11.8,malicious
14,11,3.3,0,0.0,0,11,1,0.3571428571428571,4,3,1.58,8,5.43,malicious
9,7,2.5,0,0.0,0,7,1,0.4444444444444444,3,2,1.0,8,6.5,malicious
14,9,3.0,0,0.0,0,9,1,0.4285714285714285,3,0,0.0,2,2.0,malicious
9,6,2.4,0,0.0,0,6,1,0.3333333333333333,2,5,2.32,8,12.46,malicious
8,6,3.0,0,0.0,0,6,1,0.375,2,2,1.0,6,11.8,malicious
8,4,2.4,0,0.0,0,4,1,0.5,1,0,0.0,4,1.17,malicious
7,4,2.8,0,0.0,0,4,1,0.1428571428571428,4,10,0.88,4,8.17,malicious
19,9,3.2,0,0.0,0,9,2,0.4210526315789473,2,63,4.43,0,0.0,malicious
8,6,2.5,0,0.0,0,6,1,0.25,2,0,0.0,2,1.0,malicious
11,8,3.0,0,0.0,0,8,1,0.3636363636363636,3,1,0.0,8,12.04,malicious
15,9,3.3,0,0.0,0,9,1,0.3333333333333333,3,5,0.0,0,0.0,malicious
12,9,3.1,0,0.0,0,9,1,0.1666666666666666,7,2,1.0,2,1.0,malicious
10,7,3.3,0,0.0,0,7,1,0.3,2,0,0.0,2,5.0,malicious
19,16,3.6,0,0.0,0,16,1,0.3684210526315789,2,1,0.0,8,1.0,malicious
12,9,3.4,0,0.0,0,9,1,0.4166666666666667,2,7,1.45,6,5.53,malicious
17,14,3.5,0,0.0,0,14,1,0.4117647058823529,2,0,0.0,5,1.0,malicious
10,7,3.3,0,0.0,0,7,1,0.3,2,0,0.0,7,9.81,malicious
15,12,3.2,0,0.0,0,12,1,0.3333333333333333,2,17,1.33,4,13.33,malicious
11,8,3.5,0,0.0,0,8,1,0.3636363636363636,4,0,0.0,7,11.0,malicious
15,12,3.2,0,0.0,0,12,1,0.3333333333333333,3,0,0.0,2,4.0,malicious
12,9,2.9,0,0.0,0,9,2,0.3333333333333333,2,6,1.92,10,10.64,malicious
9,6,3.2,0,0.0,0,6,1,0.3333333333333333,2,0,0.0,22,12.29,malicious
9,6,2.5,0,0.0,0,6,1,0.4444444444444444,2,0,0.0,2,4.0,malicious
10,7,3.1,0,0.0,0,7,1,0.5,2,1,0.0,4,1.0,malicious
26,9,3.6,0,0.0,0,9,1,0.3461538461538461,3,30,0.47,0,0.0,malicious
9,6,2.7,0,0.0,0,6,1,0.3333333333333333,3,49,4.63,4,8.67,malicious
9,7,3.2,0,0.0,0,7,1,0.3333333333333333,2,0,0.0,8,8.29,malicious
12,9,3.3,0,0.0,0,9,1,0.3333333333333333,2,19,3.93,6,11.93,malicious
9,6,2.7,0,0.0,0,6,1,0.4444444444444444,2,4,2.0,6,12.0,malicious
7,5,2.5,0,0.0,0,5,2,0.2857142857142857,2,0,0.0,6,11.8,malicious
9,6,2.7,0,0.0,0,6,1,0.2222222222222222,3,0,0.0,4,1.0,malicious
17,11,3.6,0,0.0,0,11,1,0.3529411764705882,4,4,1.5,4,1.0,malicious
17,10,3.6,0,0.0,0,10,1,0.2941176470588235,2,3,1.58,0,0.0,malicious
15,8,3.2,0,0.0,0,8,1,0.4666666666666667,1,10,2.65,0,0.0,malicious
12,9,3.4,0,0.0,0,9,1,0.3333333333333333,3,0,0.0,2,1.0,malicious
18,6,3.4,0,0.0,0,6,1,0.3333333333333333,3,2,1.0,0,0.0,malicious
24,6,3.5,1,0.0416666666666666,1,6,2,0.25,5,3,1.58,0,0.0,malicious
13,8,3.2,0,0.0,0,8,1,0.3076923076923077,2,1,0.0,0,0.0,malicious
11,6,3.3,0,0.0,0,6,1,0.3636363636363636,2,0,0.0,3,1.0,malicious
8,5,2.8,0,0.0,0,5,2,0.25,2,16,1.0,4,8.67,malicious
8,4,2.5,0,0.0,0,4,1,0.375,2,1,0.0,0,0.0,malicious
17,14,3.6,0,0.0,0,14,2,0.3529411764705882,3,1,0.0,6,5.6,malicious
22,11,3.6,0,0.0,0,11,2,0.3181818181818182,3,4,1.0,0,0.0,malicious
8,5,2.8,0,0.0,0,5,1,0.5,1,0,0.0,4,8.67,malicious
17,14,3.6,0,0.0,0,14,1,0.4705882352941176,2,0,0.0,8,4.86,malicious
8,5,2.8,0,0.0,0,5,1,0.375,2,2,1.0,7,1.0,malicious
15,11,3.1,0,0.0,0,11,1,0.3333333333333333,2,71,1.15,0,0.0,malicious
13,10,2.9,0,0.0,0,10,1,0.3846153846153846,2,3,1.58,10,8.27,malicious
13,10,3.0,0,0.0,0,10,1,0.3846153846153846,2,0,0.0,4,8.33,malicious
10,7,2.9,0,0.0,0,7,1,0.4,2,0,0.0,14,8.84,malicious
9,3,2.6,5,0.5555555555555556,3,3,1,0.2222222222222222,1,20,0.99,0,0.0,malicious
12,9,3.1,0,0.0,0,9,2,0.4166666666666667,3,1,0.0,2,3.0,malicious
13,10,3.4,0,0.0,0,10,1,0.3076923076923077,5,5,0.0,2,4.0,malicious
10,7,3.1,0,0.0,0,7,1,0.3,3,0,0.0,10,11.62,malicious
8,5,3.0,0,0.0,0,5,1,0.25,4,0,0.0,4,8.0,malicious
15,12,3.5,0,0.0,0,12,2,0.2666666666666666,3,2,1.0,10,8.36,malicious
14,7,3.2,0,0.0,0,7,1,0.4285714285714285,2,24,0.0,0,0.0,malicious
13,7,3.2,0,0.0,0,7,3,0.2307692307692307,3,11,2.85,0,0.0,malicious
19,10,3.4,0,0.0,0,10,2,0.3684210526315789,3,4,1.0,0,0.0,malicious
8,6,2.5,0,0.0,0,6,2,0.625,2,0,0.0,4,8.0,malicious
14,11,3.0,0,0.0,0,11,2,0.3571428571428571,3,2,1.0,4,1.0,malicious
18,14,3.6,0,0.0,0,14,1,0.3888888888888889,2,1,0.0,0,0.0,malicious
17,14,3.2,0,0.0,0,14,2,0.2941176470588235,2,1,0.0,2,4.0,malicious
13,10,3.2,0,0.0,0,10,1,0.2307692307692307,4,3,0.92,8,10.82,malicious
10,7,3.3,0,0.0,0,7,1,0.3,2,3,0.92,6,11.6,malicious
18,12,3.7,0,0.0,0,12,2,0.2777777777777778,3,7,2.52,0,0.0,malicious
14,8,3.4,0,0.0,0,8,1,0.2142857142857142,4,1,0.0,0,0.0,malicious
12,9,3.3,0,0.0,0,9,1,0.4166666666666667,2,0,0.0,8,10.93,malicious
15,12,3.6,0,0.0,0,12,2,0.2666666666666666,3,1,0.0,8,8.86,malicious
12,9,3.1,0,0.0,0,9,2,0.4166666666666667,2,0,0.0,12,10.17,malicious
24,14,3.5,0,0.0,0,14,2,0.2083333333333333,3,14,0.86,0,0.0,malicious
10,7,3.1,0,0.0,0,7,1,0.4,2,0,0.0,3,1.0,malicious
11,7,2.7,0,0.0,0,7,1,0.2727272727272727,4,3,0.92,0,0.0,malicious
13,10,3.5,0,0.0,0,10,1,0.3076923076923077,2,1,0.0,4,9.33,malicious
9,6,3.2,0,0.0,0,6,1,0.4444444444444444,1,3,0.92,15,9.52,malicious
11,8,2.8,0,0.0,0,8,1,0.4545454545454545,2,0,0.0,6,2.93,malicious
6,3,2.6,0,0.0,0,3,1,0.3333333333333333,1,0,0.0,2,1.0,malicious
7,4,2.8,1,0.1428571428571428,1,3,1,0.2857142857142857,2,1,0.0,6,10.0,malicious
5,3,2.3,0,0.0,0,3,1,0.4,3,0,0.0,6,10.73,malicious
7,5,2.5,0,0.0,0,5,1,0.4285714285714285,2,3,0.0,11,2.0,malicious
12,3,2.8,8,0.6666666666666666,3,3,1,0.1666666666666666,1,10,0.0,0,0.0,malicious
11,7,2.9,0,0.0,0,7,1,0.3636363636363636,4,3,0.92,0,0.0,malicious
16,13,3.3,0,0.0,0,13,1,0.4375,2,7,2.81,4,1.17,malicious
13,8,3.2,0,0.0,0,8,1,0.4615384615384615,2,0,0.0,2,1.0,malicious
10,7,2.7,0,0.0,0,7,1,0.4,2,0,0.0,11,9.8,malicious
10,7,3.1,0,0.0,0,7,1,0.4,2,2,0.0,2,4.0,malicious
10,7,3.1,0,0.0,0,7,1,0.4,2,0,0.0,6,4.73,malicious
14,11,3.5,0,0.0,0,11,1,0.2857142857142857,3,1,0.0,7,11.05,malicious
12,9,3.1,0,0.0,0,9,1,0.25,2,4,1.5,4,8.67,malicious
12,6,3.0,0,0.0,0,6,1,0.4166666666666667,2,2,0.0,0,0.0,malicious
11,6,3.1,1,0.0909090909090909,1,5,2,0.1818181818181818,3,0,0.0,4,2.83,malicious
13,10,3.2,0,0.0,0,10,2,0.3076923076923077,2,0,0.0,4,1.0,malicious
13,10,3.1,0,0.0,0,10,1,0.3846153846153846,3,2,0.0,2,4.0,malicious
9,6,2.9,0,0.0,0,6,1,0.1111111111111111,6,1,0.0,6,12.2,malicious
18,8,3.6,0,0.0,0,8,1,0.4444444444444444,3,6,0.92,0,0.0,malicious
18,11,3.2,0,0.0,0,11,1,0.3888888888888889,2,8,1.81,4,1.0,malicious
11,8,2.8,1,0.0909090909090909,1,5,1,0.3636363636363636,2,41,4.75,9,5.64,malicious
7,5,2.8,0,0.0,0,5,1,0.4285714285714285,3,2,1.0,7,7.33,malicious
9,6,2.9,0,0.0,0,6,1,0.3333333333333333,2,2,1.0,8,3.46,malicious
19,8,3.5,0,0.0,0,8,1,0.3684210526315789,2,1,0.0,0,0.0,malicious
12,9,2.9,0,0.0,0,9,2,0.4166666666666667,2,0,0.0,4,1.0,malicious
7,5,2.5,0,0.0,0,5,1,0.4285714285714285,2,2,1.0,2,4.0,malicious
11,8,2.9,0,0.0,0,8,1,0.3636363636363636,2,0,0.0,4,13.0,malicious
13,10,3.4,0,0.0,0,10,1,0.3846153846153846,2,2,0.0,4,8.0,malicious
8,5,2.4,0,0.0,0,5,2,0.375,2,0,0.0,6,13.27,malicious
25,16,3.8,5,0.2,3,16,1,0.28,3,30,0.35,0,0.0,malicious
13,9,3.2,0,0.0,0,9,2,0.4615384615384615,3,7,1.38,2,1.0,malicious
13,7,3.2,0,0.0,0,7,1,0.5384615384615384,1,3,0.92,0,0.0,malicious
9,6,2.7,0,0.0,0,6,2,0.3333333333333333,2,0,0.0,5,6.2,malicious
8,5,3.0,0,0.0,0,5,1,0.25,3,30,1.64,4,1.0,malicious
10,6,3.3,0,0.0,0,6,1,0.2,5,1,0.0,0,0.0,malicious
17,15,3.1,0,0.0,0,15,2,0.4117647058823529,3,0,0.0,6,11.33,malicious
8,6,2.8,0,0.0,0,6,1,0.625,1,0,0.0,2,4.0,malicious
21,18,3.4,0,0.0,0,18,2,0.2857142857142857,5,2,1.0,3,3.0,malicious
11,7,2.7,0,0.0,0,7,2,0.4545454545454545,2,14,1.0,5,1.0,malicious
8,5,2.8,0,0.0,0,5,1,0.375,3,2,0.0,0,0.0,malicious
18,8,3.7,0,0.0,0,8,1,0.3888888888888889,2,2,1.0,0,0.0,malicious
13,10,3.2,0,0.0,0,10,1,0.4615384615384615,2,3,1.58,14,8.67,malicious
8,5,3.0,1,0.125,1,5,1,0.375,3,2,0.0,0,0.0,malicious
14,11,3.2,0,0.0,0,11,1,0.3571428571428571,3,1,0.0,8,14.04,malicious
5,3,2.3,0,0.0,0,3,1,0.0,3,3,0.0,7,9.43,malicious
15,12,3.4,0,0.0,0,12,1,0.4,3,1,0.0,2,1.0,malicious
18,9,3.3,0,0.0,0,9,2,0.3888888888888889,3,2,0.0,0,0.0,malicious
17,14,3.3,0,0.0,0,14,2,0.3529411764705882,4,1,0.0,4,8.5,malicious
13,10,3.2,0,0.0,0,10,1,0.4615384615384615,2,2,1.0,2,1.0,malicious
20,17,3.8,0,0.0,0,17,2,0.35,2,2,0.0,4,9.33,malicious
11,8,2.8,0,0.0,0,8,1,0.3636363636363636,2,4,1.5,20,9.04,malicious
8,5,2.8,0,0.0,0,5,1,0.125,5,7,1.15,10,10.31,malicious
12,9,3.1,0,0.0,0,9,1,0.4166666666666667,3,0,0.0,4,8.67,malicious
16,12,3.3,0,0.0,0,12,1,0.4375,3,4,2.0,4,9.33,malicious
12,8,3.4,0,0.0,0,8,1,0.4166666666666667,2,1,0.0,4,1.0,malicious
12,7,3.4,0,0.0,0,7,1,0.4166666666666667,4,0,0.0,4,8.33,malicious
22,14,3.7,0,0.0,0,14,2,0.4090909090909091,2,10,1.0,0,0.0,malicious
4,2,2.0,1,0.25,1,2,1,0.5,1,1,0.0,4,8.83,malicious
16,13,3.7,0,0.0,0,13,1,0.3125,4,0,0.0,8,4.36,malicious
10,5,2.9,1,0.1,1,5,1,0.2,2,8,0.0,0,0.0,malicious
10,7,3.3,0,0.0,0,7,1,0.4,2,0,0.0,2,3.0,malicious
12,9,2.9,0,0.0,0,9,1,0.4166666666666667,2,1,0.0,16,10.95,malicious
24,6,3.5,1,0.0416666666666666,1,6,2,0.2083333333333333,5,1,0.0,0,0.0,malicious
14,11,3.2,0,0.0,0,11,1,0.3571428571428571,2,140,5.54,4,8.33,malicious
8,6,3.0,1,0.125,1,5,1,0.25,2,5,2.32,4,8.5,malicious
13,10,3.2,0,0.0,0,10,1,0.3846153846153846,2,1,0.0,4,8.5,malicious
7,4,2.2,0,0.0,0,4,2,0.1428571428571428,4,5,0.72,9,5.28,malicious
6,4,2.6,0,0.0,0,4,1,0.5,1,2,0.0,3,1.0,malicious
19,16,3.5,0,0.0,0,16,2,0.3157894736842105,4,0,0.0,6,12.2,malicious
11,5,2.4,0,0.0,0,5,2,0.4545454545454545,2,12,1.96,0,0.0,malicious
12,9,3.3,0,0.0,0,9,1,0.4166666666666667,2,7,2.52,4,8.5,malicious
12,9,3.4,0,0.0,0,9,1,0.3333333333333333,2,0,0.0,4,7.83,malicious
8,5,2.8,2,0.25,2,5,2,0.375,1,1,0.0,8,15.5,malicious
15,12,3.5,0,0.0,0,12,1,0.3333333333333333,2,0,0.0,16,9.32,malicious
8,5,2.8,0,0.0,0,5,1,0.125,5,0,0.0,4,8.33,malicious
8,5,2.8,0,0.0,0,5,2,0.375,2,5,0.72,2,5.0,malicious
10,7,2.7,0,0.0,0,7,1,0.5,2,1,0.0,3,1.0,malicious
15,8,3.5,4,0.2666666666666666,2,3,2,0.2,2,5,1.37,0,0.0,malicious
14,11,3.5,0,0.0,0,11,1,0.2857142857142857,3,1,0.0,8,5.43,malicious
14,11,3.2,0,0.0,0,11,1,0.3571428571428571,2,1,0.0,8,6.79,malicious
12,9,3.1,0,0.0,0,9,1,0.3333333333333333,2,2,1.0,6,9.4,malicious
